code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002185,华天科技,半导体,甘肃,18.21,21.3,21.31,1104557.0,420531.34,515453.31,113056.45,0.53,0.154,2.65,1.41,20071120,217602.34,1.02,4.42,-15.55,17.06,5.89,118529.0
002186,全 聚 德,酒店餐饮,北京,20.96,3.06,3.08,207975.81,123418.46,53709.82,53977.07,1.75,0.417,5.05,2.31,20071120,56665.42,1.84,-1.49,-3.81,62.28,9.43,24064.0
002187,广百股份,百货,广东,12.98,3.42,3.42,429659.16,226053.16,97946.21,91412.22,2.67,0.447,7.88,0.98,20071122,118071.15,3.45,6.32,5.95,17.7,2.98,18988.0
002188,*ST巴士,广告包装,浙江,0.0,1.83,2.96,63203.7,48518.26,12541.0,161094.86,5.45,-0.4970000000000001,-0.46,-6.23,20071122,-205034.67,-6.94,-78.27,-2439.47,-83.37,-218.18,17274.0
002189,利达光电,元器件,河南,36.1,1.97,1.99,103355.02,66350.71,31095.89,18514.51,0.93,0.222,2.98,3.59,20071203,18570.9,0.93,8.08,180.44,18.93,5.95,31527.0
002190,成飞集成,汽车配件,四川,0.0,3.45,3.59,973665.88,492732.34,381605.16,135643.81,3.78,-0.278,5.45,2.84,20071203,12663.46,0.35,33.59,-1214.46,7.62,-7.83,47967.0
002191,劲嘉股份,广告包装,深圳,13.53,13.02,14.95,821983.38,338286.59,169186.52,164824.63,1.1,0.254,4.18,1.64,20071205,281170.31,1.88,13.14,25.06,44.04,23.56,59560.0
002192,融捷股份,专用机械,广东,0.0,2.37,2.6,113285.67,34470.9,15655.24,51093.65,1.97,-0.026,2.94,4.19,20071205,-2309.85,-0.09,55.09,-502.32,17.2,-2.62,24300.0
002193,如意集团,纺织,山东,42.44,2.3,2.62,485040.44,304138.81,155896.38,159565.73,6.1,0.233,9.81,1.34,20071207,63994.57,2.45,21.14,83.34,23.01,6.88,11958.0
002194,*ST凡谷,通信设备,湖北,0.0,5.3,5.65,177304.88,123728.56,39200.67,82533.31,1.46,-0.124,2.5,1.61,20071207,-17155.78,-0.3,-31.94,70.24,3.49,-12.95,37533.0
002195,二三四五,软件服务,上海,12.05,42.3,44.43,1127148.75,636539.19,7226.08,175702.81,0.4,0.25,1.96,2.0,20071212,304419.75,0.69,24.34,51.82,88.38,44.24,194264.0
002196,方正电机,纺织机械,浙江,29.86,3.12,4.44,336001.19,139749.19,50292.01,169776.23,3.83,0.128,5.67,0.9,20071212,35957.96,0.81,5.96,-34.11,20.36,6.11,33378.0
002197,证通电子,电器仪表,深圳,68.57,4.35,5.15,578091.44,316164.25,80573.71,180550.31,3.5,0.071,5.38,1.2,20071218,42070.48,0.82,-12.5,56.94,29.35,3.75,47918.0
002198,嘉应制药,中成药,广东,141.52,4.65,5.08,85704.84,36930.5,25346.5,12340.65,0.24,0.034,1.51,4.19,20071218,10869.69,0.21,14.17,23.87,70.04,5.08,29994.0
002199,东晶电子,元器件,浙江,0.0,2.26,2.43,53681.07,19063.5,29112.65,51555.8,2.12,-0.075,1.82,4.53,20071221,-33572.25,-1.38,-18.96,-233.52,10.89,-13.41,10784.0
002200,云投生态,环境保护,云南,0.0,1.32,1.84,326466.81,232497.09,6344.58,77252.6,4.2,-1.267,1.15,4.82,20071221,-78588.63,-4.27,-41.45,-279.83,-7.07,-81.37,15408.0
002201,九鼎新材,玻璃,江苏,200.52,2.29,3.32,237257.52,62414.21,139858.41,36891.59,1.11,0.022,2.67,2.24,20071226,15407.76,0.46,6.33,37.95,23.43,1.01,17851.0
002202,金风科技,电气设备,新疆,9.54,28.55,35.56,8297491.0,3653139.25,1861844.0,817156.31,2.3,0.67,6.26,1.38,20071226,979195.19,2.75,4.76,5.35,29.55,13.58,110690.0
002203,海亮股份,铜,浙江,13.76,16.27,16.96,2000131.75,1388196.88,151418.63,233057.05,1.37,0.408,4.66,1.6,20080116,350054.59,2.06,52.42,20.18,5.54,2.16,28016.0
002204,大连重工,专用机械,辽宁,0.0,19.31,19.31,1576133.88,1197637.5,272488.66,242103.25,1.25,-0.024,3.38,0.97,20080116,193679.5,1.0,-7.88,-433.36,17.07,-2.22,38087.0
002205,国统股份,其他建材,新疆,0.0,1.16,1.16,280562.75,107679.36,52468.68,52237.48,4.5,-0.041,7.94,1.38,20080123,24832.51,2.14,-7.96,-268.15,23.16,-1.19,17489.0
002206,海 利 得,化纤,浙江,12.1,9.14,12.23,454294.0,186454.27,167001.06,88908.55,0.73,0.237,2.39,1.61,20080123,60408.36,0.49,14.69,13.1,22.73,10.85,27000.0
002207,ST准油,石油开采,新疆,0.0,2.37,2.39,64881.35,23076.3,11011.03,22058.7,0.92,-0.07200000000000001,1.4,3.16,20080128,-17746.92,-0.74,28.19,-138.7,7.46,-10.14,27731.0
002208,合肥城建,区域地产,安徽,12.15,3.19,3.2,1278984.25,1269069.5,6475.06,29001.14,0.91,0.561,5.88,1.55,20080128,95785.35,2.99,12.51,715.83,39.8,11.91,43163.0
002209,达 意 隆,轻工机械,广东,0.0,1.54,1.95,145681.02,98940.38,37200.56,22323.7,1.14,-0.003,3.24,1.92,20080130,18003.43,0.92,3.28,95.08,23.92,-0.07,16587.0
002210,飞马国际,仓储物流,深圳,26.12,13.89,16.53,2229845.25,1891780.75,22527.3,34088.21,0.21,0.076,2.58,1.54,20080130,220430.84,1.33,-16.81,-9.82,1.0,0.4,11698.0
002211,宏达新材,橡胶,江苏,100.62,4.32,4.32,123909.72,98143.84,14880.52,102735.13,2.38,0.034,1.85,2.46,20080201,-69079.93,-1.6,23.88,-26.14,9.58,1.74,48967.0
002212,南洋股份,电气设备,广东,561.89,6.42,11.47,959416.81,353839.91,64152.0,561731.94,4.9,0.009000000000000001,6.94,1.45,20080201,109056.36,0.95,50.84,187.54,14.9,0.37,13950.0
002213,特 尔 佳,汽车配件,深圳,330.04,1.97,2.06,42850.09,34180.37,7432.38,77.23,0.0,0.011,1.79,3.95,20080201,13557.45,0.66,7.41,57.94,36.36,4.12,10368.0
002214,大立科技,电器仪表,浙江,52.72,3.57,4.59,144020.11,111948.07,9004.71,19816.56,0.43,0.071,2.22,2.26,20080218,31212.05,0.68,29.87,21.11,47.98,10.97,43197.0
002215,诺 普 信,农药化肥,深圳,15.35,7.25,9.14,519205.94,367074.03,31829.72,29828.46,0.33,0.324,2.29,2.89,20080218,76813.81,0.84,42.86,18.15,29.22,9.49,43585.0
002216,三全食品,食品,河南,36.56,5.72,8.12,392130.0,175479.67,145886.06,30724.58,0.38,0.11,2.57,2.09,20080220,94274.18,1.16,7.9,12.01,34.2,2.14,33765.0
002217,合力泰,元器件,山东,9.8,20.05,31.28,2726543.0,1733963.25,377257.09,447887.19,1.43,0.38,3.55,1.4,20080220,331932.5,1.06,27.04,30.85,18.3,9.03,51619.0
002218,拓日新能,半导体,深圳,34.2,12.16,12.36,630969.38,227080.02,293907.0,131576.06,1.06,0.059,2.32,1.16,20080228,30450.15,0.25,-36.74,-39.56,29.67,9.6,64748.0
002219,恒康医疗,中成药,甘肃,0.0,18.65,18.65,973687.63,289683.44,201927.56,108219.77,0.58,-0.207,2.04,1.68,20080306,72535.56,0.39,38.39,-253.49,30.63,-13.95,63171.0
002220,天宝食品,食品,辽宁,39.29,5.45,7.66,507490.06,275811.97,216521.42,78899.55,1.03,0.045,3.63,0.65,20080228,109414.95,1.43,-22.73,-68.49,16.82,4.52,17546.0
002221,东华能源,石油贸易,江苏,10.98,15.19,16.5,2764396.25,1742154.25,821570.31,394683.28,2.39,0.56,5.2,1.54,20080306,287860.25,1.74,47.79,10.73,5.65,2.62,26366.0
002222,福晶科技,元器件,福建,23.49,4.23,4.28,98466.25,46984.23,39432.12,6676.82,0.16,0.307,2.01,4.78,20080319,30050.97,0.7,12.08,24.26,60.3,33.89,48279.0
002223,鱼跃医疗,医疗保健,江苏,20.51,8.55,10.02,666644.5,392564.81,57476.85,177979.48,1.78,0.627,5.36,3.2,20080418,231513.42,2.31,18.12,19.06,40.17,19.75,53000.0
002224,三 力 士,橡胶,浙江,31.35,4.66,6.58,261381.63,157272.92,39863.6,11719.87,0.18,0.141,2.66,2.22,20080425,84164.55,1.28,4.96,-25.72,31.55,14.29,65473.0
002225,濮耐股份,其他建材,河南,18.69,6.83,8.88,487238.31,357287.84,55462.93,98897.6,1.11,0.194,2.85,1.69,20080425,58465.82,0.66,43.32,317.88,29.74,6.04,41071.0
002226,江南化工,化工原料,安徽,23.74,9.11,12.49,1232007.38,361553.25,567712.63,332917.0,2.67,0.171,4.48,1.21,20080506,83541.11,0.67,32.2,27.1,42.76,10.53,74444.0
002227,奥 特 迅,电气设备,深圳,0.0,2.2,2.21,107565.22,63246.3,16711.96,31328.23,1.42,-0.039,3.6,2.64,20080506,19755.67,0.9,-5.47,-906.98,34.34,-6.55,30042.0
002228,合兴包装,广告包装,福建,6.94,10.39,11.7,704673.81,492926.16,132531.94,41995.3,0.36,0.35,2.24,2.17,20080508,97813.05,0.84,89.53,476.37,11.68,8.5,32205.0
002229,鸿博股份,广告包装,福建,0.0,4.12,5.01,209208.56,126328.52,58065.43,88086.13,1.76,-0.011,3.18,2.21,20080508,17791.76,0.35,5.67,52.95,20.32,-1.08,50712.0
002230,科大讯飞,软件服务,安徽,157.22,18.18,20.93,1396497.0,694803.75,162836.52,461558.44,2.21,0.11,3.66,5.99,20080512,189032.47,0.9,56.0,29.94,48.83,4.15,280059.0
002231,奥维通信,通信设备,辽宁,0.0,3.06,3.57,87208.55,79391.49,4346.2,16615.45,0.47,-0.013,1.9,2.72,20080512,12588.17,0.35,-34.64,26.31,12.87,-2.73,35860.0
002232,启明信息,软件服务,吉林,55.25,4.04,4.09,182203.84,140698.34,28783.09,26188.17,0.64,0.098,2.65,2.73,20080509,35175.35,0.86,-0.22,109.11,16.68,4.47,44757.0
002233,塔牌集团,水泥,广东,7.23,11.62,11.92,998686.81,492647.09,272565.69,373550.94,3.13,1.047,7.17,1.41,20080516,314318.13,2.64,48.68,147.38,41.21,27.6,48646.0
002234,民和股份,农业综合,山东,18.95,1.91,3.02,240565.7,71663.63,127704.17,86187.93,2.85,0.46,2.91,4.0,20080516,-40344.65,-1.34,58.89,148.03,25.34,12.15,26941.0
002235,安妮股份,互联网,福建,35.88,5.0,6.24,254013.95,122173.07,16900.99,176382.34,2.83,0.107,3.62,1.42,20080516,-30710.76,-0.49,7.66,5.86,28.74,14.22,58951.0
002236,大华股份,电器仪表,浙江,15.57,18.35,28.99,2341520.25,1906336.25,130191.96,59304.76,0.2,0.539,3.95,2.84,20080520,698006.0,2.41,28.21,8.25,36.37,10.4,102455.0
002237,恒邦股份,黄金,山东,18.41,8.52,9.1,1440695.38,961066.81,329943.63,98178.61,1.08,0.322,4.91,1.61,20080520,222292.72,2.44,-8.61,-3.02,7.14,1.97,65925.0
002238,天威视讯,影视音像,深圳,16.13,6.17,6.17,385644.38,169998.77,101325.52,22051.22,0.36,0.244,4.42,1.19,20080526,163163.23,2.64,-2.31,-19.58,35.7,13.22,27201.0
002239,奥特佳,汽车配件,江苏,10.84,30.26,31.31,855989.31,425904.41,122993.63,89470.84,0.29,0.136,1.78,1.11,20080522,148651.52,0.47,-18.02,70.47,18.1,13.69,75314.0
002240,威华股份,家居用品,广东,25.55,4.91,5.35,353180.31,168718.69,147667.06,151193.36,2.82,0.234,4.04,1.97,20080523,3285.87,0.06,30.54,575.56,11.67,6.5,28878.0
002241,歌尔股份,元器件,山东,20.35,27.24,32.45,3003442.25,1484471.75,996597.63,295119.47,0.91,0.264,4.75,1.51,20080522,838034.19,2.58,-10.5,-38.2,20.33,5.54,112155.0
002242,九阳股份,家用电器,山东,13.94,7.62,7.68,519210.41,336316.06,71614.31,81930.2,1.07,0.742,4.67,2.95,20080528,161570.81,2.11,7.35,5.68,32.39,10.47,35352.0
002243,通产丽星,塑料,深圳,33.32,3.65,3.65,196965.52,88468.53,85096.72,75973.88,2.08,0.149,4.2,1.57,20080528,37066.35,1.02,11.62,57.26,21.79,5.33,29164.0
002244,滨江集团,区域地产,浙江,12.67,27.03,31.11,8428148.0,7760888.0,22283.68,233431.5,0.75,0.227,4.73,0.81,20080529,836451.44,2.69,88.38,-35.83,31.95,5.78,47330.0
002245,澳洋顺昌,仓储物流,江苏,12.8,9.14,9.87,751896.31,400724.66,193745.56,37089.4,0.38,0.224,2.66,1.44,20080605,118692.17,1.2,26.52,-13.79,19.45,7.01,71826.0
002246,北化股份,化工原料,四川,36.42,4.14,5.49,354608.94,170813.72,87902.31,95097.34,1.73,0.13699999999999998,4.22,1.57,20080605,74950.18,1.37,7.6,12.2,23.23,4.9,43922.0
002247,聚力文化,软件服务,浙江,6.62,5.4,8.51,673684.94,281716.22,33693.76,302593.94,3.55,0.366,6.23,0.78,20080612,137357.91,1.61,57.11,52.63,23.9,16.84,18000.0
002248,华东数控,机床制造,山东,0.0,2.97,3.07,124330.21,37331.87,58390.61,73444.4,2.39,-0.5479999999999999,1.67,5.06,20080612,-60102.31,-1.95,-31.06,-3.78,-28.83,-279.58,23870.0
002249,大洋电机,电气设备,广东,36.69,13.65,23.7,1672024.63,838092.81,225249.16,526209.81,2.22,0.047,3.73,0.92,20080619,85867.1,0.36,6.71,-23.6,17.65,2.62,80785.0
002250,联化科技,化工原料,浙江,0.0,8.89,9.26,779625.88,279365.66,321914.44,219962.27,2.38,-0.014,6.12,1.39,20080619,238057.17,2.57,-10.31,-107.6,33.48,-0.5,26206.0
002251,步 步 高,超市连锁,湖南,26.05,8.03,8.64,1926843.25,539317.06,376666.53,412135.56,4.77,0.228,8.79,0.9,20080619,111759.15,1.29,8.93,6.06,22.81,1.42,33929.0
002252,上海莱士,生物制药,上海,0.0,49.73,49.75,1341985.13,582432.0,102862.03,307963.69,0.62,-0.17,2.33,8.39,20080623,313143.09,0.63,10.77,-219.51,66.78,-88.17,27550.0
002253,川大智胜,软件服务,四川,65.31,2.07,2.26,152090.42,60119.66,46057.37,81053.93,3.59,0.139,5.88,2.05,20080623,23253.45,1.03,23.19,48.6,28.01,16.5,45144.0
002254,泰和新材,化纤,山东,32.82,6.11,6.11,371973.56,193851.38,159448.63,22688.75,0.37,0.16399999999999998,3.44,3.13,20080625,94593.46,1.55,18.77,62.66,20.1,10.05,28000.0
002255,海陆重工,专用机械,江苏,20.28,4.88,8.42,737201.19,495411.09,73091.56,214874.22,2.55,0.16,4.79,0.84,20080625,94091.35,1.12,74.59,73.35,24.5,9.13,40988.0
002256,兆新股份,染料涂料,深圳,42.66,12.47,18.82,423832.06,115546.47,157707.66,2895.4,0.02,0.034,1.17,2.46,20080625,24756.65,0.13,15.13,0.6,37.49,19.08,92510.0
002258,利尔化学,农药化肥,四川,15.59,5.23,5.24,582822.94,230178.8,205873.48,81009.02,1.54,0.7979999999999999,5.34,3.11,20080708,130773.97,2.49,42.71,82.9,33.52,15.1,15123.0
002259,ST升达,供气供热,四川,0.0,7.24,7.52,277225.03,165525.17,77649.5,71885.8,0.96,-0.054000000000000006,2.17,0.93,20080716,12470.25,0.17,-6.92,-429.44,12.11,-5.48,56734.0
002260,*ST德奥,航空,广东,0.0,2.65,2.65,54416.53,28573.14,8119.91,560.01,0.02,-0.241,-0.84,-3.78,20080716,-53753.06,-2.03,-5.85,-54.04,18.22,-11.8,28345.0
002261,拓维信息,互联网,湖南,61.26,9.72,11.01,455124.94,158837.23,19591.15,193138.47,1.75,0.046,3.55,1.05,20080723,80057.32,0.73,0.57,-66.91,54.48,6.23,71823.0
002262,恩华药业,化学制药,江苏,22.23,8.84,10.2,391028.0,279589.47,75527.15,11069.53,0.11,0.414,2.78,4.41,20080723,162162.09,1.59,14.71,22.52,54.31,14.61,22741.0
002263,*ST东南,塑料,浙江,389.77,18.78,18.78,330172.09,130825.13,180286.23,83964.85,0.45,0.003,1.16,1.21,20080728,-58166.07,-0.31,41.3,134.27,8.44,0.46,107666.0
002264,新 华 都,超市连锁,福建,201.35,6.02,6.92,367948.75,224053.7,33635.9,117712.77,1.7,0.022,2.41,2.49,20080731,-29490.55,-0.43,-0.73,1121.08,22.52,0.31,61436.0
002265,西仪股份,汽车配件,云南,1787.39,3.03,3.19,148609.88,81282.38,37003.05,57222.63,1.8,0.004,3.06,2.79,20080806,4988.48,0.16,-12.47,-93.8,17.61,0.2,39741.0
002266,浙富控股,电气设备,浙江,58.85,16.18,19.79,810328.56,267361.84,83492.42,22479.17,0.11,0.032,1.6,2.36,20080806,82051.36,0.41,-1.11,23.85,20.91,12.02,129653.0
002267,陕天然气,供气供热,陕西,12.41,11.12,11.12,1155399.75,271566.81,672007.19,128990.01,1.16,0.294,5.06,1.44,20080813,250418.34,2.25,5.27,29.68,13.04,7.63,38248.0
002268,卫 士 通,软件服务,四川,0.0,8.1,8.38,556687.31,376701.03,25904.47,259298.75,3.09,-0.08800000000000001,5.03,3.41,20080811,73262.86,0.87,0.82,23.64,28.01,-7.05,30888.0
002269,美邦服饰,服饰,上海,108.44,25.13,25.13,716445.75,450521.19,144323.38,16147.35,0.06,0.016,1.15,2.02,20080828,-30170.65,-0.12,24.86,132.31,45.75,0.72,67619.0
002270,华明装备,电气设备,山东,28.21,4.31,7.59,441528.0,326512.31,35142.1,95518.53,1.26,0.097,2.88,1.26,20080905,112780.51,1.49,-36.55,-50.03,47.6,11.87,29256.0
002271,东方雨虹,其他建材,北京,12.54,9.72,14.99,1737702.75,1225200.88,223080.72,140608.77,0.94,0.743,4.91,2.53,20080910,484387.59,3.23,33.43,28.27,36.57,11.98,54293.0
002272,川润股份,机械基件,四川,0.0,3.21,4.3,164715.05,110768.3,43251.8,65751.5,1.53,-0.041,2.7,1.45,20080919,7533.37,0.18,-21.05,-723.11,16.4,-7.02,27521.0
002273,水晶光电,元器件,浙江,15.23,8.1,8.63,558303.5,268207.28,145171.63,131764.5,1.53,0.469,4.18,2.28,20080919,137301.67,1.59,7.67,49.7,28.91,24.78,62501.0
002274,华昌化工,农药化肥,江苏,20.27,6.25,6.35,655809.88,150698.3,303920.63,154951.23,2.44,0.192,4.14,1.26,20080925,29427.1,0.46,20.37,558.8,12.11,2.68,29256.0
002275,桂林三金,中成药,广西,15.48,5.33,5.9,323993.88,195874.31,79095.46,69025.2,1.17,0.622,4.72,2.72,20090710,117870.92,2.0,3.06,5.28,73.44,32.97,17513.0
002276,万马股份,电气设备,浙江,56.03,10.34,10.35,757083.69,591920.63,87238.5,155519.77,1.5,0.065,3.86,1.25,20090710,121522.95,1.17,22.17,-18.58,14.58,1.06,102776.0
002277,友阿股份,百货,湖南,16.01,14.17,14.17,1304853.88,483462.41,286243.44,124136.15,0.88,0.153,3.67,0.89,20090717,227724.09,1.61,3.36,-28.24,21.28,4.08,53371.0
002278,神开股份,化工机械,上海,113.85,3.44,3.64,158253.98,107900.38,26615.78,47822.73,1.31,0.041,3.0,2.05,20090811,17679.89,0.49,28.25,311.79,32.14,3.26,21147.0
002279,久其软件,软件服务,北京,23.03,5.89,7.1,423910.5,196122.31,23521.8,25398.88,0.36,0.235,2.77,2.61,20090811,97370.15,1.37,60.92,15.12,40.95,9.86,42966.0
002280,联络互动,软件服务,浙江,29.07,17.12,21.77,1271433.75,570506.88,90711.35,300399.31,1.38,0.071,2.92,1.4,20090821,85759.22,0.39,100.29,388.16,14.15,2.03,135330.0
002281,光迅科技,通信设备,湖北,48.85,6.23,6.48,603763.81,472143.06,99379.35,128686.35,1.99,0.407,5.08,5.22,20090821,140148.8,2.16,7.55,4.66,18.79,7.2,48612.0
002282,博深工具,轻工机械,河北,35.33,1.93,4.38,268110.63,96829.8,50994.8,144143.23,3.29,0.18,4.85,1.7,20090821,19965.0,0.46,111.83,56.15,29.06,9.5,29567.0
002283,天润曲轴,汽车配件,山东,11.87,10.24,11.28,652594.94,302252.94,256014.67,133384.27,1.18,0.209,3.64,0.91,20090821,150433.8,1.33,18.26,4.1,24.36,9.11,50739.0
002284,亚太股份,汽车配件,浙江,42.52,6.86,7.38,619137.5,356160.09,157510.48,113719.45,1.54,0.05,3.56,1.17,20090828,60266.32,0.82,9.09,-44.62,13.54,1.69,79939.0
002285,世联行,房产服务,深圳,18.53,20.1,20.43,1420343.0,1142053.25,17761.68,64220.85,0.31,0.184,2.62,1.73,20090828,216346.88,1.06,3.58,-29.47,20.66,6.98,78718.0
002286,保龄宝,食品,山东,26.77,3.29,3.69,256013.05,113973.35,109749.35,80072.18,2.17,0.1,4.14,1.3,20090828,31593.75,0.86,2.78,2.0,14.08,4.52,16926.0
002287,奇正藏药,中成药,西藏,30.03,4.06,4.06,230246.95,152711.59,14521.27,41094.12,1.01,0.605,4.82,5.03,20090828,93290.61,2.3,23.82,18.14,88.22,28.7,18264.0
002288,超华科技,元器件,广东,45.16,8.0,9.32,269043.66,130590.95,69210.93,54885.13,0.59,0.044,1.66,1.58,20090903,5677.33,0.06,2.03,48.76,15.24,4.01,64413.0
002289,宇顺电子,元器件,深圳,0.0,2.59,2.8,70568.07,29938.77,34391.45,170527.73,6.08,-0.24,1.44,3.61,20090903,-159776.75,-5.7,-24.18,6.0,7.01,-28.23,22486.0
002290,中科新材,家用电器,江苏,18.81,2.1,2.43,340265.31,306443.66,24460.47,77567.61,3.2,0.321,5.18,1.55,20090903,19474.39,0.8,22.17,77.89,15.84,6.26,22004.0
002291,星期六,服饰,广东,63.54,3.97,3.99,314969.25,247207.02,11441.78,94891.55,2.38,0.049,3.78,1.11,20090903,8749.78,0.22,0.24,2.77,54.65,1.73,27355.0
002292,奥飞娱乐,影视音像,广东,75.29,7.63,13.57,853690.38,327635.38,30543.51,209172.06,1.54,0.053,4.15,1.29,20090910,187281.5,1.38,-19.51,-76.98,47.06,3.41,81444.0
002293,罗莱生活,纺织,江苏,12.81,7.0,7.45,509945.56,374404.56,37217.26,79907.38,1.07,0.506,4.85,1.78,20090910,175612.3,2.36,8.45,21.44,43.4,10.92,29828.0
002294,信立泰,化学制药,深圳,15.48,10.46,10.46,665943.13,302600.88,116271.11,16109.25,0.15,0.755,5.74,4.07,20090910,427785.31,4.09,11.42,8.12,80.27,34.83,46264.0
002295,精艺股份,铜,广东,19.54,2.31,2.51,202390.77,168848.19,15780.09,62093.48,2.47,0.14400000000000002,4.52,1.25,20090929,23941.17,0.95,18.17,-3.07,4.03,1.22,15537.0
002296,辉煌科技,通信设备,河南,35.51,3.23,3.77,215923.2,160030.75,9895.37,65352.76,1.74,0.105,3.79,1.32,20090929,33237.01,0.88,-15.64,3.64,50.51,14.88,40892.0
002297,博云新材,矿物制品,湖南,346.18,3.98,4.71,227688.3,113835.42,45877.14,114522.47,2.43,0.013,3.23,1.87,20090929,-11600.67,-0.25,3.48,128.16,26.68,1.49,56756.0
002298,中电兴发,软件服务,安徽,25.24,5.19,6.92,587677.94,350503.34,57204.46,290271.03,4.2,0.17,6.1,0.94,20090929,72964.68,1.06,25.12,0.84,29.17,7.61,45965.0
002299,圣农发展,农业综合,福建,18.11,11.11,12.39,1332177.38,296620.16,910153.38,423254.31,3.41,0.649,5.69,2.75,20091021,137389.75,1.11,9.29,231.93,17.34,9.98,24545.0
002300,太阳电缆,电气设备,福建,27.43,5.43,5.43,409138.66,238435.2,116127.25,34779.3,0.64,0.14400000000000002,2.4,2.19,20091021,21598.77,0.4,29.01,2.23,8.58,2.12,53791.0
002301,齐心集团,文教休闲,深圳,26.95,6.4,6.42,617131.81,437110.19,42875.01,115737.86,1.8,0.218,3.94,1.99,20091021,70022.21,1.09,24.91,43.6,18.17,5.09,11216.0
002302,西部建设,水泥,新疆,49.2,10.32,12.62,2141721.5,1822419.25,224470.72,280816.16,2.22,0.177,5.11,2.27,20091103,225290.16,1.78,29.69,124.44,8.93,1.66,77057.0
002303,美盈森,造纸,深圳,20.02,15.31,15.31,600990.75,367433.22,90997.47,129162.97,0.84,0.114,2.81,1.62,20091103,128092.02,0.84,14.56,20.8,33.69,12.25,56666.0
002304,洋河股份,白酒,江苏,13.87,12.44,15.07,4517846.5,2968382.0,784943.19,74170.4,0.49,4.671,21.64,3.99,20091106,2970787.5,19.71,24.22,26.11,73.03,33.57,23140.0
002305,南国置业,区域地产,湖北,105.5,16.23,17.34,2411536.5,2318656.0,67167.15,130715.95,0.75,0.017,2.57,0.94,20091106,126233.67,0.73,11.87,135.03,10.53,1.68,52501.0
002306,*ST云网,酒店餐饮,北京,0.0,7.94,8.0,8161.31,5790.91,317.42,32459.35,0.41,-0.02,0.0,-6659.27,20091111,-115960.92,-1.45,-20.05,-25.95,42.1,-26.84,46364.0
002307,北新路桥,建筑施工,新疆,112.13,8.92,8.98,2192120.25,1225615.13,91182.96,44923.28,0.5,0.035,2.07,2.53,20091111,42395.94,0.47,4.24,1.7,9.84,0.56,98430.0
002308,威创股份,电脑设备,广东,23.41,8.35,9.1,430516.84,175706.31,40461.5,148069.22,1.63,0.106,3.88,1.27,20091127,100898.25,1.11,9.7,-7.41,53.1,18.45,40519.0
002309,中利集团,电气设备,江苏,84.03,4.69,8.72,2854789.75,2225399.75,376105.03,614091.06,7.04,0.067,10.3,0.73,20091127,179019.42,2.05,0.87,12.21,17.04,0.5,19248.0
002310,东方园林,建筑施工,北京,15.95,16.23,26.83,4015343.5,2598996.5,183658.73,178337.73,0.66,0.248,4.4,1.79,20091127,673656.63,2.51,29.67,42.04,31.89,10.28,89290.0
002311,海大集团,饲料,广东,18.13,15.44,15.82,1775115.38,1029598.38,417339.0,198949.34,1.26,0.82,4.77,4.07,20091127,384920.09,2.43,16.34,10.59,11.78,4.12,11780.0
002312,三泰控股,电脑设备,四川,0.0,10.14,13.78,364562.28,222439.13,18475.4,286709.97,2.08,-0.094,2.4,1.24,20091203,-92807.11,-0.67,-10.06,34.57,8.65,-37.67,100000.0
002313,日海智能,通信设备,深圳,53.96,3.12,3.12,537753.31,400116.06,28532.19,107336.17,3.44,0.158,6.49,2.62,20091203,57778.5,1.85,79.8,71.19,18.23,2.69,15000.0
002314,南山控股,区域地产,深圳,0.0,11.38,27.08,1886194.25,1629696.38,62008.55,280562.97,1.04,-0.003,3.13,0.95,20091203,91940.81,0.34,-22.53,-106.6,42.55,-0.52,52438.0
002315,焦点科技,互联网,江苏,33.47,1.28,2.35,243372.38,143624.72,1869.73,108529.15,4.62,0.27,7.71,1.57,20091209,31122.55,1.32,-33.47,2.22,69.87,10.0,22452.0
